No solution
10.000
aero-res,array-power,bearing-res,cda,energy,energy-gained,gravitation-res,irradiance,motor-power,power-out,resistive-force,speed,time,tire-res
-4.25852,262.50000,0.83333,-1.23345,-106335621.13840,-181803.61800,160.90445,525.00000,757.51005,767.51005,164.82091,10.00000,38.10000,7.34165
-4.81664,278.64661,0.83333,-0.98110,-106266395.31640,69225.82200,21.63021,557.29321,76.35266,86.35266,25.00411,10.00000,38.20000,7.35721
-17.91514,294.08618,0.83333,-1.29083,-106545992.46640,-279597.15000,218.52794,588.17235,1060.74493,1070.74493,208.77436,10.00000,38.30000,7.32823
0.27151,308.82727,0.83333,0.05679,-106749552.45760,-203559.99120,172.57054,617.65454,864.27169,874.27169,181.01464,10.00000,38.40000,7.33926
0.09962,322.88397,0.83333,0.05264,-106808878.08160,-59325.62400,109.02835,645.76793,477.67737,487.67737,117.31153,10.00000,38.50000,7.35023
1.62321,336.27413,0.83333,0.04090,-107988609.10840,-1179731.02680,449.63837,672.54826,3603.30476,3613.30476,459.32770,10.00000,38.60000,7.23279
-7.32854,349.01806,0.83333,-1.24422,-108322394.40880,-333785.30040,234.70119,698.03612,1266.19945,1276.19945,235.52971,10.00000,38.70000,7.32373
-1.67989,361.13754,0.83333,-0.87576,-108318597.61120,3796.79760,83.75304,722.27507,340.59088,350.59088,90.25969,10.00000,38.80000,7.35321
0.21322,372.65507,0.83333,0.02363,-108211895.19880,106702.41240,13.53759,745.31013,66.25948,76.25948,21.94153,10.00000,38.90000,7.35739
0.13590,383.59336,0.83333,0.04406,-108190151.42200,21743.77680,76.11344,767.18672,313.19398,323.19398,84.43663,10.00000,39.00000,7.35396
0.70353,393.97494,0.83333,0.05719,-108303061.92640,-112910.50440,146.44676,787.94988,697.61523,707.61523,155.32799,10.00000,39.10000,7.34437
-1.02387,403.82185,0.83333,-0.07007,-108346901.71120,-43839.78480,117.12024,807.64369,515.59903,525.59903,124.27881,10.00000,39.20000,7.34911
0.03419,413.15545,0.83333,0.01409,-108680082.87400,-333181.16280,235.08820,826.31090,1328.65868,1338.65868,243.27934,10.00000,39.30000,7.32362
-15.51715,421.99632,0.83333,-0.67121,-108936121.08760,-256038.21360,224.48742,843.99264,1123.21358,1133.21358,217.13021,10.00000,39.40000,7.32661
-2.39624,430.36414,0.83333,-0.88603,-109172224.02040,-236102.93280,205.09288,860.72827,1076.20562,1086.20562,210.86170,10.00000,39.50000,7.33173
0.74621,438.27762,0.83333,0.03186,-109546671.52600,-374447.50560,251.15741,876.55524,1468.40958,1478.40958,260.05577,10.00000,39.60000,7.31882
-1.03104,445.75453,0.83333,-0.05864,-109547017.09360,-345.56760,102.40060,891.50905,436.71444,446.71444,109.55397,10.00000,39.70000,7.35108
-21.35974,452.81163,0.83333,-0.77454,-109492505.17000,54511.92360,92.85859,905.62326,291.38962,301.38962,79.68440,10.00000,39.80000,7.35222
-6.57372,459.46474,0.83333,-1.33028,-110505565.51720,-1013060.34720,430.88922,918.92947,3263.52126,3273.52126,432.39188,10.00000,39.90000,7.24305
0.14703,465.72868,0.83333,0.02109,-110390517.57400,115047.94320,33.66965,931.45736,136.15106,146.15106,42.00682,10.00000,40.00000,7.35681
-1.63950,471.61738,0.83333,-0.33720,-110248201.70440,142315.86960,15.40140,943.23476,66.29552,76.29552,21.95258,10.00000,40.10000,7.35735
-0.73794,477.14384,0.83333,-0.14013,-110226047.25760,22154.44680,96.03975,954.28768,405.60371,415.60371,103.48700,10.00000,40.20000,7.35186
0.26413,482.32019,0.83333,0.03551,-110483112.69160,-257065.43400,216.95263,964.64037,1186.39084,1196.39084,225.37875,10.00000,40.30000,7.32866
-0.53381,487.15771,0.83333,-0.25286,-110418954.69760,64157.99400,73.68886,974.31541,298.94106,308.94106,81.34256,10.00000,40.40000,7.35418
-17.04477,491.66687,0.83333,-1.58747,-111008589.84880,-589635.15120,339.08091,983.33374,2119.54229,2129.54229,330.15631,10.00000,40.50000,7.28684
-3.31393,495.85738,0.83333,-0.10338,-110933390.97880,75198.87000,71.60698,991.71476,276.97163,286.97163,76.48074,10.00000,40.60000,7.35436
-1.11284,499.73818,0.83333,-0.55560,-110973054.29560,-39663.31680,132.04698,999.47635,599.91406,609.91406,139.11430,10.00000,40.70000,7.34683
0.10613,503.31749,0.83333,0.05452,-111845353.90840,-872299.61280,395.25778,1006.63497,2916.37197,2926.37197,403.45856,10.00000,40.80000,7.26132
-1.45651,506.60285,0.83333,-0.15208,-111694035.20920,151318.69920,18.24610,1013.20570,76.27313,86.27313,24.98022,10.00000,40.90000,7.35730
-0.20217,509.60114,0.83333,-1.88241,-111811940.57320,-117905.36400,167.50608,1019.20228,827.11604,837.11604,175.47756,10.00000,41.00000,7.34032
-0.54403,512.31859,0.83333,-0.20307,-111659956.91080,151983.66240,18.49132,1024.63718,80.14175,90.14175,26.13791,10.00000,41.10000,7.35729
-4.67184,514.76082,0.83333,-0.75658,-111677520.89680,-17563.98600,127.55333,1029.52163,553.54967,563.54967,131.06236,10.00000,41.20000,7.34754
0.03223,516.93283,0.83333,0.04313,-111505516.10080,172004.79600,1.86390,1033.86566,29.14173,39.14173,10.08696,10.00000,41.30000,7.35750
-7.64886,518.83908,0.83333,-0.34982,-111723253.80640,-217737.70560,215.35280,1037.67816,1113.66604,1123.66604,215.86635,10.00000,41.40000,7.32908
-4.08332,520.48345,0.83333,-0.47382,-111584202.19360,139051.61280,34.65037,1040.96690,124.22897,134.22897,38.75715,10.00000,41.50000,7.35677
0.30768,521.86928,0.83333,0.05729,-111945974.08840,-361771.89480,257.23838,1043.73855,1516.79121,1526.79121,265.69631,10.00000,41.60000,7.31692
-1.13541,522.99934,0.83333,-0.38581,-111909221.68840,36752.40000,97.48335,1045.99869,410.90934,420.90934,104.53296,10.00000,41.70000,7.35169
-1.08824,523.87595,0.83333,-0.33359,-112318387.44640,-409165.75800,273.81567,1047.75189,1650.44750,1660.44750,280.87226,10.00000,41.80000,7.31150
-1.02048,524.50084,0.83333,-0.03235,-112264277.40520,54110.04120,87.98807,1049.00168,364.19517,374.19517,95.15368,10.00000,41.90000,7.35276
-4.50755,524.87527,0.83333,-0.54165,-112247148.88240,17128.52280,111.69346,1049.75054,467.29604,477.29604,115.36911,10.00000,42.00000,7.34987
-0.45243,525.00000,0.83333,-0.11406,-112813550.00080,-566401.11840,319.36854,1050.00000,2088.33644,2098.33644,327.04429,10.00000,42.10000,7.29485
-14.68109,524.87527,0.83333,-0.70235,-112834997.23120,-21447.23040,141.22547,1049.75054,574.45091,584.45091,134.72300,10.00000,42.20000,7.34529
-3.70010,524.50084,0.83333,-1.59465,-112865182.03240,-30184.80120,134.36656,1049.00168,598.34751,608.34751,138.84624,10.00000,42.30000,7.34645
-0.86968,523.87595,0.83333,-0.09557,-112700135.25520,165046.77720,11.25686,1047.75189,55.41268,65.41268,18.57793,10.00000,42.40000,7.35742
-35.02944,522.99934,0.83333,-1.94078,-112647049.06480,53086.19040,122.27654,1045.99869,365.53770,375.53770,95.42878,10.00000,42.50000,7.34835
-9.52053,521.86928,0.83333,-0.47677,-112474183.33240,172865.73240,12.26235,1043.73855,31.68669,41.68669,10.93256,10.00000,42.60000,7.35741
0.25426,520.48345,0.83333,0.05771,-113312841.94960,-838658.61720,388.53415,1040.96690,2840.09072,2850.09072,396.88632,10.00000,42.70000,7.26458
-8.85100,518.83908,0.83333,-0.22228,-113405658.39880,-92816.44920,166.92158,1037.67816,766.66255,776.66255,166.24435,10.00000,42.80000,7.34044
-1.88201,516.93283,0.83333,-0.14180,-113485122.80440,-79464.40560,153.83609,1033.86566,727.66729,737.66729,160.13042,10.00000,42.90000,7.34301
-0.45232,514.76082,0.83333,-0.44230,-113781504.81760,-296382.01320,235.49938,1029.52163,1328.04419,1338.04419,243.20389,10.00000,43.00000,7.32350
-37.65680,512.31859,0.83333,-1.93100,-113615894.78440,165610.03320,43.86821,1024.63718,42.29072,52.29072,14.40106,10.00000,43.10000,7.35632
-13.48454,509.60114,0.83333,-1.10704,-113882294.02120,-266399.23680,237.50663,1019.20228,1239.59902,1249.59902,232.17834,10.00000,43.20000,7.32292
-50.52500,506.60285,0.83333,-1.84892,-113917458.92920,-35164.90800,180.50362,1013.20570,594.28315,604.28315,138.14950,10.00000,43.30000,7.33755
-13.28507,503.31749,0.83333,-1.72660,-113772767.95240,144690.97680,34.55230,1006.63497,91.39811,101.39811,29.45733,10.00000,43.40000,7.35677
-5.87621,499.73818,0.83333,-0.53677,-113785263.22120,-12495.26880,123.57147,999.47635,524.44726,534.44726,125.87674,10.00000,43.50000,7.34815
-9.07544,495.85738,0.83333,-1.05620,-113725392.01720,59871.20400,86.69072,991.71476,319.54848,329.54848,85.80151,10.00000,43.60000,7.35290
-2.18766,491.66687,0.83333,-0.93675,-113855219.35720,-129827.34000,171.76719,983.33374,842.29837,852.29837,177.75229,10.00000,43.70000,7.33943
-0.45583,487.15771,0.83333,-0.15147,-113842838.59360,12380.76360,102.98765,974.31541,442.76670,452.76670,110.71616,10.00000,43.80000,7.35101
-0.00718,482.32019,0.83333,-0.01387,-113956480.73680,-113642.14320,161.36741,964.64037,787.99281,797.99281,169.53512,10.00000,43.90000,7.34156
-3.65236,477.14384,0.83333,-0.16025,-114529834.22560,-573353.48880,319.70319,954.28768,2059.79242,2069.79242,324.17888,10.00000,44.00000,7.29472
-4.42429,471.61738,0.83333,-0.87187,-114459046.86760,70787.35800,70.01485,943.23476,264.98583,274.98583,73.77839,10.00000,44.10000,7.35450
0.65648,465.72868,0.83333,0.05767,-114595389.34360,-136342.47600,167.74961,931.45736,834.45778,844.45778,176.57969,10.00000,44.20000,7.34027
-0.12633,459.46474,0.83333,-0.12887,-114634762.83880,-39373.49520,123.93794,918.92947,558.83556,568.83556,131.99304,10.00000,44.30000,7.34810
-0.55022,452.81163,0.83333,-0.50960,-114568853.73280,65909.10600,64.94394,905.62326,259.73078,269.73078,72.58197,10.00000,44.40000,7.35492
-1.46411,445.75453,0.83333,-0.09998,-114860574.07360,-291720.34080,226.30354,891.50905,1246.08881,1256.08881,232.99887,10.00000,44.50000,7.32611
-2.51912,438.27762,0.83333,-0.70008,-114907726.90240,-47152.82880,126.40529,876.55524,559.25770,569.25770,132.06722,10.00000,44.60000,7.34772
-0.60672,430.36414,0.83333,-0.12429,-114987291.56080,-79564.65840,138.54087,860.72827,641.37708,651.37708,146.11323,10.00000,44.70000,7.34575
-3.90122,421.99632,0.83333,-0.43991,-115109859.93640,-122568.37560,159.75916,843.99264,752.46403,762.46403,164.03314,10.00000,44.80000,7.34187
-0.26197,413.15545,0.83333,-0.01557,-115500265.95760,-390406.02120,254.41566,826.31090,1487.61662,1497.61662,262.30482,10.00000,44.90000,7.31780
-6.88488,403.82185,0.83333,-1.32935,-115990108.44280,-489842.48520,291.05133,807.64369,1754.49542,1764.49542,292.30529,10.00000,45.00000,7.30551
0.19242,393.97494,0.83333,0.03993,-115874215.66960,115892.77320,12.26235,787.94988,62.05057,72.05057,20.64551,10.00000,45.10000,7.35741
-3.85707,383.59336,0.83333,-1.23297,-116305955.02240,-431739.35280,267.84439,767.18672,1572.86934,1582.86934,272.13414,10.00000,45.20000,7.31349
0.21470,372.65507,0.83333,0.00692,-116409183.86320,-103228.84080,139.05342,745.31013,649.40185,659.40185,147.44711,10.00000,45.30000,7.34566
-1.58298,361.13754,0.83333,-0.03424,-116446739.39800,-37555.53480,106.53405,722.27507,455.45847,465.45847,113.13496,10.00000,45.40000,7.35056
-31.06023,349.01806,0.83333,-1.28497,-116781506.42560,-334767.02760,258.78200,698.03612,1268.92647,1278.92647,235.87153,10.00000,45.50000,7.31643
-14.42219,336.27413,0.83333,-0.92026,-116909903.92120,-128397.49560,159.19866,672.54826,682.93384,692.93384,152.95178,10.00000,45.60000,7.34198
-4.93538,322.88397,0.83333,-1.80509,-116867488.24960,42415.67160,53.96645,645.76793,195.06266,205.06266,57.22012,10.00000,45.70000,7.35572
-0.00791,308.82727,0.83333,-0.17703,-116789113.09960,78375.15000,18.24610,617.65454,81.11852,91.11852,26.42882,10.00000,45.80000,7.35730
0.75890,294.08618,0.83333,0.01738,-116823565.85200,-34452.75240,89.38325,588.17235,379.78827,389.78827,98.32809,10.00000,45.90000,7.35261
-23.49879,278.64661,0.83333,-1.01952,-116809283.73760,14282.11440,80.74156,557.29321,228.97407,238.97407,65.42961,10.00000,46.00000,7.35351
-0.45957,262.50000,0.83333,-1.25728,-117575948.46040,-766664.72280,347.88947,525.00000,2382.12423,2392.12423,355.54633,10.00000,46.10000,7.28310
-0.12536,245.64569,0.83333,-0.09900,-117826147.94920,-250199.48880,182.61977,491.29137,930.64427,940.64427,190.66481,10.00000,46.20000,7.33707
0.22880,228.09395,0.83333,0.04963,-118110107.36320,-283959.41400,192.99994,456.18789,1006.87010,1016.87010,201.39675,10.00000,46.30000,7.33468
0.27334,209.87014,0.83333,0.05770,-118147752.19960,-37644.83640,74.08073,419.74028,304.43913,314.43913,82.54154,10.00000,46.40000,7.35414
-15.27321,191.02005,0.83333,-1.67548,-118207579.90480,-59827.70520,98.73112,382.04010,347.20812,357.20812,91.64278,10.00000,46.50000,7.35154
-5.44205,171.61689,0.83333,-0.13222,-118250373.85720,-42793.95240,74.52157,343.23377,280.48898,290.48898,77.26695,10.00000,46.60000,7.35410
-3.97954,151.77028,0.83333,-1.23671,-118312738.22320,-62364.36600,80.61913,303.54056,315.00463,325.00463,84.82644,10.00000,46.70000,7.35352
1.16276,131.63774,0.83333,0.04238,-118599162.55360,-286424.33040,179.40889,263.27547,917.26088,927.26088,188.74277,10.00000,46.80000,7.33779
-3.21044,111.43863,0.83333,-0.15856,-119291531.12440,-692368.57080,315.71018,222.87726,2024.68466,2034.68466,320.62935,10.00000,46.90000,7.29628
0.02252,91.47066,0.83333,0.03690,-119541730.80400,-250199.67960,159.56420,182.94131,776.46977,786.46977,167.76196,10.00000,47.00000,7.34191
-14.71724,72.12714,0.83333,-0.46096,-119630656.16440,-88925.36040,90.09305,144.25428,309.14203,319.14203,83.56167,10.00000,47.10000,7.35253
0.19961,53.91131,0.83333,0.04527,-120065631.83080,-434975.66640,225.40763,107.82262,1252.17705,1262.17705,233.76693,10.00000,47.20000,7.32636
0.09538,37.43821,0.83333,0.03523,-120075010.41760,-9378.58680,9.68730,74.87641,53.48984,63.48984,17.97345,10.00000,47.30000,7.35744
0.49106,23.40540,0.83333,0.05419,-121265676.92680,-1190666.50920,428.45515,46.81079,3320.81237,3330.81237,437.02389,10.00000,47.40000,7.24435
-12.69984,12.49883,0.83333,-0.68505,-121282867.45960,-17190.53280,21.45855,24.99765,50.25031,60.25031,16.94926,10.00000,47.50000,7.35722
-17.17240,5.18692,0.83333,-1.71304,-121345635.10480,-62767.64520,59.77419,10.37383,169.54149,179.54149,50.79043,10.00000,47.60000,7.35531
-6.56006,1.38454,0.83333,-0.20988,-121589568.21400,-243933.10920,149.05666,2.76907,668.97651,678.97651,150.67383,10.00000,47.70000,7.34390
-8.08386,0.15290,0.83333,-0.58131,-122058759.70240,-469191.48840,238.86064,0.30580,1293.46259,1303.46259,238.93263,10.00000,47.80000,7.32252
0.05723,0.00186,0.83333,0.04678,-122180998.32520,-122238.62280,79.68867,0.00372,329.55359,339.55359,87.93285,10.00000,47.90000,7.35362
-0.46077,0.00000,0.83333,-0.32797,-122310325.78360,-129327.45840,84.34061,0.00000,349.24294,359.24294,92.06632,10.00000,48.00000,7.35315
-3.55226,0.00000,0.83333,-1.56673,-122414947.93960,-104622.15600,72.66019,0.00000,280.61710,290.61710,77.29553,10.00000,48.10000,7.35427
-3.24203,0.00000,0.83333,-0.70826,-122991538.79320,-576590.85360,269.36175,0.00000,1591.64126,1601.64126,274.26604,10.00000,48.20000,7.31299
-28.90677,0.00186,0.83333,-1.29897,-123855918.05320,-864379.26000,377.18989,0.00372,2391.05536,2401.05536,356.38641,10.00000,48.30000,7.26996
-0.08057,0.15290,0.83333,-0.01954,-123945569.38600,-89651.33280,59.72518,0.30580,239.18438,249.18438,67.83326,10.00000,48.40000,7.35532
-13.24001,1.38454,0.83333,-0.40996,-124171513.77040,-225944.38440,147.42248,2.76907,619.00783,629.00783,142.36000,10.00000,48.50000,7.34420
0.61534,5.18692,0.83333,0.04092,-124257413.80240,-85900.03200,57.76487,10.37383,233.79812,243.79812,66.56900,10.00000,48.60000,7.35546
-5.33619,12.49883,0.83333,-0.45783,-124588292.52400,-330878.72160,186.53480,24.99765,921.60639,931.60639,189.36813,10.00000,48.70000,7.33619
-23.48522,23.40540,0.83333,-1.57270,-124574773.36840,13519.15560,6.27838,46.81079,-24.14781,-14.14781,-9.01603,10.00000,48.80000,7.35748
-6.37192,37.43821,0.83333,-0.13554,-124715468.63680,-140695.26840,104.16170,74.87641,418.25840,428.25840,105.97397,10.00000,48.90000,7.35086
-1.98491,53.91131,0.83333,-0.85162,-124723726.21600,-8257.57920,15.91639,107.82262,66.84903,76.84903,22.12216,10.00000,49.00000,7.35735
-24.80016,72.12714,0.83333,-1.65581,-125761653.44080,-1037927.22480,422.64556,144.25428,2945.25832,2955.25832,405.92615,10.00000,49.10000,7.24742
-0.04249,91.47066,0.83333,-0.35709,-125782166.13640,-20512.69560,34.47874,182.94131,138.45037,148.45037,42.62635,10.00000,49.20000,7.35677
0.03366,111.43863,0.83333,0.04320,-125844166.21120,-62000.07480,67.51625,222.87726,273.66106,283.66106,75.73795,10.00000,49.30000,7.35471
-6.76732,131.63774,0.83333,-0.36805,-126174531.02560,-330364.81440,204.46188,263.27547,1039.31778,1049.31778,205.85978,10.00000,49.40000,7.33189
-21.96422,151.77028,0.83333,-1.21691,-126455293.78720,-280762.76160,203.17550,303.54056,921.66684,931.66684,189.37682,10.00000,49.50000,7.33221
0.02841,171.61689,0.83333,0.01453,-127466968.87960,-1011675.09240,400.06487,343.23377,2971.82548,2981.82548,408.18556,10.00000,49.60000,7.25895
-14.20892,191.02005,0.83333,-2.13773,-127858560.22240,-391591.34280,241.90637,382.04010,1268.77378,1278.77378,235.85240,10.00000,49.70000,7.32162
-22.87390,209.87014,0.83333,-1.69844,-127800146.69440,58413.52800,27.56436,419.74028,37.61034,47.61034,12.88083,10.00000,49.80000,7.35704
-0.27387,228.09395,0.83333,-0.04438,-127751821.83520,48324.85920,19.32510,456.18789,83.85823,93.85823,27.24183,10.00000,49.90000,7.35727
-0.05611,245.64569,0.83333,-0.11346,-128030111.46880,-278289.63360,193.53447,491.29137,1008.67245,1018.67245,201.64625,10.00000,50.00000,7.33456
-17.54413,262.50000,0.83333,-0.44280,-127983417.64000,46693.82880,47.71662,525.00000,122.79492,132.79492,38.36193,10.00000,50.10000,7.35611
-0.25843,278.64661,0.83333,-0.04787,-128242193.24680,-258775.60680,190.78863,557.29321,987.46774,997.46774,198.69873,10.00000,50.20000,7.33520
-1.86704,294.08618,0.83333,-0.55583,-128870776.04920,-628582.80240,314.92084,588.17235,2030.14952,2040.14952,321.18372,10.00000,50.30000,7.29659
-14.08084,308.82727,0.83333,-1.83704,-129697010.60920,-826234.56000,381.06868,617.65454,2593.92327,2603.92327,375.08931,10.00000,50.40000,7.26814
-8.79285,322.88397,0.83333,-1.58742,-129917720.02840,-220709.41920,190.61851,645.76793,925.96569,935.96569,189.99423,10.00000,50.50000,7.33524
-7.61045,336.27413,0.83333,-0.74798,-130119745.91200,-202025.88360,183.86009,672.54826,887.45714,897.45714,184.41977,10.00000,50.60000,7.33680
-0.95660,349.01806,0.83333,-0.13875,-130101499.47400,18246.43800,71.77844,698.03612,288.33351,298.33351,79.00952,10.00000,50.70000,7.35435
-14.36873,361.13754,0.83333,-1.29978,-130263643.40920,-162143.93520,177.80310,722.27507,801.53736,811.53736,171.60584,10.00000,50.80000,7.33814
-1.86966,372.65507,0.83333,-0.44896,-130277669.51320,-14026.10400,96.38231,745.31013,401.61647,411.61647,102.69780,10.00000,50.90000,7.35182
-20.72410,383.59336,0.83333,-2.05557,-130509028.58920,-231359.07600,215.25583,767.18672,1016.25746,1026.25746,202.69417,10.00000,51.00000,7.32911
0.56945,393.97494,0.83333,0.04605,-130412804.40160,96224.18760,27.90764,787.94988,116.68553,126.68553,36.66744,10.00000,51.10000,7.35702
-0.28633,403.82185,0.83333,-0.08389,-130883368.13080,-470563.72920,278.60358,807.64369,1700.94332,1710.94332,286.46045,10.00000,51.20000,7.30987
-0.13814,413.15545,0.83333,-0.13433,-131571980.76400,-688612.63320,341.29623,826.31090,2315.96832,2325.96832,349.27733,10.00000,51.30000,7.28591
-9.01044,421.99632,0.83333,-0.29073,-131446106.52640,125874.23760,21.55664,843.99264,62.34566,72.34566,20.73675,10.00000,51.40000,7.35722
0.33374,430.36414,0.83333,0.05772,-131383377.05920,62729.46720,60.92582,860.72827,246.11562,256.11562,69.44812,10.00000,51.50000,7.35523
-0.01713,438.27762,0.83333,-0.05838,-132222271.31800,-838894.25880,381.68334,876.55524,2758.53945,2768.53945,389.76739,10.00000,51.60000,7.26785
-6.35607,445.75453,0.83333,-1.36323,-132672041.90080,-449770.58280,282.93158,891.50905,1685.11726,1695.11726,284.71722,10.00000,51.70000,7.30838
-31.53930,452.81163,0.83333,-1.33256,-132629758.62640,42283.27440,110.39763,905.62326,325.35809,335.35809,87.04170,10.00000,51.80000,7.35004
-4.25507,459.46474,0.83333,-0.17965,-133293368.03200,-663609.40560,343.20119,918.92947,2292.82420,2302.82420,347.06455,10.00000,51.90000,7.28510
0.40326,465.72868,0.83333,0.03926,-133365358.36600,-71990.33400,139.90764,931.45736,655.70183,665.70183,148.48975,10.00000,52.00000,7.34552
0.08176,471.61738,0.83333,0.01517,-133212475.40920,152882.95680,4.38997,943.23476,36.94250,46.94250,12.66255,10.00000,52.10000,7.35749
-1.35071,477.14384,0.83333,-0.43806,-133496121.78160,-283646.37240,227.32040,954.28768,1255.05043,1265.05043,234.12885,10.00000,52.20000,7.32583
-2.00768,482.32019,0.83333,-0.18603,-133415389.50640,80732.27520,63.71896,964.64037,248.06387,258.06387,69.89963,10.00000,52.30000,7.35502
-1.27559,487.15771,0.83333,-1.07890,-133274583.32200,140806.18440,20.96811,974.31541,86.02942,96.02942,27.88308,10.00000,52.40000,7.35723
-2.29390,491.66687,0.83333,-0.26538,-135046492.37800,-1771909.05600,579.53245,983.33374,5403.63647,5413.63647,585.22101,10.00000,52.50000,7.14913
-28.35744,495.85738,0.83333,-0.58709,-135220964.38000,-174472.00200,216.51634,991.71476,970.50183,980.50183,196.32100,10.00000,52.60000,7.32877
0.02956,499.73818,0.83333,0.00357,-135064035.98080,156928.39920,9.85897,999.47635,53.82596,63.82596,18.07930,10.00000,52.70000,7.35744
0.78042,503.31749,0.83333,0.05667,-135251426.10400,-187390.12320,193.41299,1006.63497,1013.84561,1023.84561,202.36132,10.00000,52.80000,7.33458
-1.68654,506.60285,0.83333,-0.91070,-135242254.72960,9171.37440,109.59075,1013.20570,471.12681,481.12681,116.08769,10.00000,52.90000,7.35015
-1.63976,509.60114,0.83333,-1.10155,-135408180.12280,-165925.39320,188.38239,1019.20228,960.50501,970.50501,194.91172,10.00000,53.00000,7.33576
1.21123,512.31859,0.83333,0.04474,-135620030.53240,-211850.40960,203.44250,1024.63718,1090.79195,1100.79195,212.81920,10.00000,53.10000,7.33214
-13.42777,514.76082,0.83333,-1.19782,-135785749.66000,-165719.12760,200.82074,1029.52163,965.09173,975.09173,195.55909,10.00000,53.20000,7.33279
-5.69553,516.93283,0.83333,-0.60763,-136098125.75680,-312376.09680,246.42452,1033.86566,1374.64421,1384.64421,248.88259,10.00000,53.30000,7.32027
-8.24452,518.83908,0.83333,-1.81610,-136779181.58680,-681055.83000,357.42053,1037.67816,2400.66083,2410.66083,357.28829,10.00000,53.40000,7.27895
-2.56719,520.48345,0.83333,-0.26047,-136999599.12160,-220417.53480,211.47329,1040.96690,1122.75438,1132.75438,217.06953,10.00000,53.50000,7.33010
-0.00457,521.86928,0.83333,-0.20852,-136834384.35040,165214.77120,9.61373,1043.73855,52.93936,62.93936,17.79993,10.00000,53.60000,7.35744
-25.01332,522.99934,0.83333,-1.29657,-136827173.32360,7211.02680,136.97869,1045.99869,492.96871,502.96871,120.14472,10.00000,53.70000,7.34602
-3.21972,523.87595,0.83333,-0.52742,-138279800.23720,-1452626.91360,523.68001,1047.75189,4548.95071,4558.95071,528.48143,10.00000,53.80000,7.18781
0.27722,524.50084,0.83333,0.04531,-138162802.91200,116997.32520,47.37346,1049.00168,189.50827,199.50827,55.84014,10.00000,53.90000,7.35613
-5.45124,524.87527,0.83333,-1.44674,-138203015.13880,-40212.22680,140.90822,1049.75054,626.57590,636.57590,143.63566,10.00000,54.00000,7.34535
-0.93397,525.00000,0.83333,-0.07900,-138402538.44280,-199523.30400,202.69003,1050.00000,1069.23140,1079.23140,209.92172,10.00000,54.10000,7.33233
-9.40728,524.87527,0.83333,-1.91114,-138672184.47280,-269646.03000,236.49097,1049.75054,1263.89202,1273.89202,235.24023,10.00000,54.20000,7.32321
-4.11981,524.50084,0.83333,-0.75108,-138514228.39960,157956.07320,20.74741,1049.00168,75.73397,85.73397,24.81817,10.00000,54.30000,7.35724
-3.92164,523.87595,0.83333,-0.33757,-139239755.74240,-725527.34280,365.01454,1047.75189,2529.22968,2539.22968,369.20178,10.00000,54.40000,7.27555
-54.56652,522.99934,0.83333,-1.50314,-139062737.86720,177017.87520,53.81941,1045.99869,21.28302,31.28302,7.44195,10.00000,54.50000,7.35573
0.22458,521.86928,0.83333,0.05746,-139611312.40120,-548574.53400,313.38971,1043.73855,2035.68743,2045.68743,321.74480,10.00000,54.60000,7.29718
-1.03057,520.48345,0.83333,-0.58672,-141302474.85040,-1691162.44920,565.68856,1040.96690,5208.15692,5218.15692,572.65042,10.00000,54.70000,7.15910
-33.66507,518.83908,0.83333,-1.60807,-141169332.73480,133142.11560,68.25116,1037.67816,138.99987,148.99987,42.77407,10.00000,54.80000,7.35465
0.08886,516.93283,0.83333,0.04272,-141026463.82240,142868.91240,26.53450,1033.86566,110.07474,120.07474,34.81376,10.00000,54.90000,7.35707
1.13558,514.76082,0.83333,0.05271,-141370357.68520,-343893.86280,249.78130,1029.52163,1460.02155,1470.02155,259.06945,10.00000,55.00000,7.31924
-32.42150,512.31859,0.83333,-1.78190,-141307393.30000,62964.38520,111.71791,1024.63718,327.41752,337.41752,87.47960,10.00000,55.10000,7.34986
-0.60403,509.60114,0.83333,-0.04403,-141204316.26400,103077.03600,54.08899,1019.20228,213.27604,223.27604,61.67400,10.00000,55.20000,7.35571
-12.84239,506.60285,0.83333,-2.09069,-141906613.93000,-702297.66600,366.38982,1013.20570,2447.42970,2457.42970,361.65569,10.00000,55.30000,7.27493
-3.08584,503.31749,0.83333,-1.34696,-141922395.47320,-15781.54320,123.05839,1006.63497,537.15511,547.15511,128.15411,10.00000,55.40000,7.34823
-4.24634,499.73818,0.83333,-2.08471,-142805425.92280,-883030.44960,401.85454,999.47635,2942.60054,2952.60054,405.69959,10.00000,55.50000,7.25806
-21.29497,495.85738,0.83333,-1.75437,-143212019.73640,-406593.81360,290.09092,991.71476,1615.28464,1625.28464,276.93513,10.00000,55.60000,7.30585
-28.14835,491.66687,0.83333,-1.10228,-143219079.41920,-7059.68280,141.64031,983.33374,501.27710,511.27710,121.67051,10.00000,55.70000,7.34522
-7.98518,487.15771,0.83333,-0.41048,-143246098.06000,-27018.64080,130.63065,974.31541,552.20949,562.20949,130.82586,10.00000,55.80000,7.34706
0.24171,482.32019,0.83333,0.05710,-144136158.02440,-890059.96440,397.54409,964.64037,2944.70898,2954.70898,405.87933,10.00000,55.90000,7.26020
0.03898,477.14384,0.83333,0.00577,-144824002.54360,-687844.51920,346.98543,954.28768,2377.82306,2387.82306,355.14123,10.00000,56.00000,7.28349
